"","X1","repeat_id","expt","analysis_type","true_base","b_base_lower","b_base_med","b_base_upper","b_base_error","true_sex","b_sex_p_value","b_sex_lower","b_sex_med","b_sex_upper","b_sex_error","true_cond","b_cond_p_value","b_cond_lower","b_cond_med","b_cond_upper","b_cond_error","true_sex_cond","b_sex_cond_p_value","b_sex_cond_lower","b_sex_cond_med","b_sex_cond_upper","b_sex_cond_error","pp_true","pb_true"
"48",48,1,48,"bglmm",0,0.48319084358729,0.557774146622444,0.63280370066004,0.0372815271875217,0,NA,-0.202334013762951,-0.0986221778781134,0.00326763259652773,0.0530032126099056,0,NA,-0.171848999251928,-0.0651639929329944,0.0282629278121153,0.0549884567852503,0,NA,0.0338325959691322,0.170052238244597,0.340429160075296,0.080813973525642,0,0
"49",49,1,49,"bglmm",0,0.441989439033177,0.500586200919239,0.556729726655017,0.0293159574381244,0,NA,-0.093664659195099,-0.0143197191319666,0.0702506329264787,0.0414901850312392,0,NA,-0.0391891963627382,0.0445026799047675,0.123179831118476,0.0437310943580348,0,NA,-0.114355290985481,0.00439599554544348,0.123076868097709,0.0614100764935428,0,0
"50",50,1,50,"bglmm",0,0.439119060621448,0.49971394565315,0.561522915032995,0.0312292033840643,0,NA,-0.0771793427747493,0.0125669628977768,0.0983258012178088,0.0450786898610929,0,NA,-0.0993699648163167,-0.0161910454453483,0.0610201566784623,0.0408690041849782,0,NA,-0.0534224750320785,0.0606923899371486,0.180727423036704,0.0584609093883262,0,0
"51",51,1,51,"bglmm",0,0.456039432874113,0.530291286455406,0.618090342478389,0.039802704910269,0,NA,-0.0944895408776058,0.000352759263663284,0.122523407510268,0.0527793688359766,0,NA,-0.174895297943467,-0.0746886246719128,0.039117383377847,0.0540124141907639,0,NA,-0.101008833846257,0.0565657043551256,0.21900580898137,0.0758421064495055,0,0
"52",52,1,52,"bglmm",0,0.457507611921992,0.529162671294948,0.602305779314195,0.0371907017527507,0,NA,-0.0765411864076314,0.0235655468210333,0.122744489593127,0.0511664345512225,0,NA,-0.13329493887955,-0.0344439223006977,0.0668137778311405,0.0520159605628047,0,NA,-0.113484888798557,0.0259720556035945,0.164918577708368,0.0721714113815566,0,0
"53",53,1,53,"bglmm",0,0.41260154453252,0.490382933634898,0.563343826683866,0.0382694246310559,0,NA,-0.103853429675122,-0.00763024510402459,0.100114291206578,0.0540998372917425,0,NA,-0.108377511233669,-0.0036827847749716,0.104537783701816,0.0527674103500387,0,NA,-0.174340979790637,-0.032621712286205,0.108039402700285,0.0725056988594342,0,0
"54",54,1,54,"bglmm",0,0.442704617106809,0.519282740802771,0.599823716317527,0.0406177354002121,0,NA,-0.242056095843886,-0.129314859695293,-0.0343872328007467,0.0524858506497552,0,NA,-0.124931338255122,-0.0138166339388256,0.0798593524616276,0.0542302046892596,0,NA,-0.020656241893696,0.117213861633659,0.259876329073307,0.0715288098694078,0,0
"55",55,1,55,"bglmm",0,0.37522380600586,0.457821097504523,0.531665983641918,0.0398679620752014,0,NA,-0.0921319019720876,0.0159851783916489,0.129137131341641,0.0557694253833215,0,NA,-0.0743227391333841,0.034943810077289,0.146998017504703,0.0564612598829281,0,NA,-0.152958930880904,0.00637193416215987,0.165743003257996,0.0798922709047226,0,0
"56",56,1,56,"bglmm",0,0.438902650941581,0.505644872177734,0.572984121219222,0.0339593791469265,0,NA,-0.117660058445644,-0.030864971349712,0.057755418756167,0.0460740080935756,0,NA,-0.127887659622793,-0.0287369256103409,0.0620596684322703,0.0476936793751896,0,NA,-0.124434537175144,0.0135636714638129,0.139178963898318,0.0683045877747348,0,0
"57",57,1,57,"bglmm",0,0.442237613366633,0.515142879276357,0.588540751301545,0.0354543329666932,0,NA,-0.103085050982905,-0.00473689515778588,0.0958704090366136,0.0502083688127131,0,NA,-0.11535734844629,-0.0164883129693858,0.0786971758061027,0.0493130132171961,0,NA,-0.144105711466628,-0.00303079351807463,0.137866797880113,0.0707666562874739,0,0
"58",58,1,58,"bglmm",0,0.425295249408959,0.494033902602218,0.560600425376998,0.0347850816523408,0,NA,-0.10064068145052,-0.00690345177090054,0.0878179591720063,0.0480664282474319,0,NA,-0.149582236183941,-0.0547111759171202,0.0381305277958529,0.0479442544720396,0,NA,-0.0459952772187672,0.0914228541173439,0.233152555096156,0.0701927975424275,0,0
"59",59,1,59,"bglmm",0,0.49456256264869,0.551114877738781,0.608331988484722,0.0280987565094887,0,NA,-0.161125797459244,-0.085063233848258,-0.00161100388997266,0.0393702481298307,0,NA,-0.143812418940394,-0.0672359951013402,0.00989558294082937,0.0395277931743001,0,NA,-0.059365939229865,0.0520828750514408,0.16059700482229,0.0586803952640049,0,0
"60",60,1,60,"bglmm",0,0.371929453975547,0.442488385589912,0.514007617392263,0.0353433296709007,0,NA,-0.0350570541905856,0.0532287074376576,0.150746801708993,0.0493122278968227,0,NA,-0.0358093970357574,0.0585256702238578,0.167170134124816,0.0526883515869992,0,NA,-0.14898495222151,-0.00542731819688921,0.112818440922873,0.0668233742683912,0,0
"61",61,1,1,"bskep",0,0.442302995748677,0.510086811930535,0.577452636015405,0.0344644999628739,0,NA,-0.109979426819499,-0.0223381077397445,0.0607135059644748,0.0428659614813427,0,NA,-0.110544733081788,-0.0220159636632849,0.0637764729389875,0.0444318097182082,0,NA,-0.0593548216166984,0.0534622195844933,0.16389668434906,0.0558462705800147,0,0
"62",62,1,2,"bskep",0,0.431269496498521,0.495116722628459,0.558193315120433,0.0320877862124425,0,NA,-0.100381282200933,-0.0191994281424523,0.0622466889862845,0.0404475939391796,0,NA,-0.03056778458637,0.0506904183823518,0.126019772555702,0.0404692508614799,0,NA,-0.141639320038092,-0.03599216955569,0.065634865673502,0.0519900910471778,0,0
"63",63,1,3,"bskep",0,0.381863386710087,0.447842255984039,0.512571938624038,0.0329123572217195,0,NA,-0.0944454242461993,-0.00848444411916981,0.0823523910840277,0.0453346995608839,0,NA,-0.0660977373059616,0.0239932066337802,0.109829152679622,0.0442494517860982,0,NA,-0.0564103685267433,0.0540292340703149,0.168904911984946,0.0574951055671094,0,0
"64",64,1,4,"bskep",0,0.464598928014101,0.524769717112265,0.589552637229021,0.0325964168494957,0,NA,-0.100852082926819,-0.0136461197006336,0.0730959793675006,0.0439586895079731,0,NA,-0.133177370163791,-0.0487414579519969,0.0352638373819026,0.0431138176783878,0,NA,-0.151250042302784,-0.035622743370155,0.0787312526009307,0.059670068640481,0,0
"65",65,1,5,"bskep",0,0.391960997301436,0.46125829003156,0.53113023791328,0.0352188591567441,0,NA,-0.0747541437833894,0.0195152542662808,0.114155240436304,0.0473010716894272,0,NA,-0.029252791482879,0.0577669708435372,0.147576308954353,0.0458574172267964,0,NA,-0.156020549345685,-0.0385024603213642,0.0767138237864961,0.0591938032704755,0,0
"66",66,1,6,"bskep",0,0.444193390993015,0.500654673454973,0.557566884720994,0.0289393272376133,0,NA,-0.0299707066460711,0.0452568578109681,0.120064256659148,0.0386439404622596,0,NA,-0.0295575012048397,0.04544550402046,0.119198063957915,0.0376421439246862,0,NA,-0.142012505189087,-0.0468160822162431,0.0471823073808515,0.0484924413556976,0,0
"67",67,1,7,"bskep",0,0.409080413027989,0.472621165397461,0.535723806569651,0.0319233208918,0,NA,-0.0598211596631982,0.0248925407541133,0.103967268131214,0.0415491936713153,0,NA,-0.0460340812952254,0.0398286022436306,0.119515699505591,0.0416265130301762,0,NA,-0.137055327113432,-0.0355487291168647,0.0791594110583941,0.0548137716306951,0,0
"68",68,1,8,"bskep",0,0.446823265834843,0.50305347775081,0.5616040152503,0.0285780431002871,0,NA,-0.111178956939563,-0.0337009524095565,0.0400994794507242,0.0381292696054898,0,NA,-0.0120785587150261,0.058196196741021,0.130741094587411,0.0367074557708959,0,NA,-0.106745881700907,-0.0104262804360581,0.0839757450906399,0.0487678273500732,0,0
"69",69,1,9,"bskep",0,0.431801515590239,0.494047063929175,0.553568763104525,0.0310056080397322,0,NA,-0.089605765387275,-0.00545418579841764,0.0698831729634444,0.040482936548164,0,NA,-0.0526427515068814,0.0286364424068687,0.109921413768706,0.0412501328891155,0,NA,-0.0941456486274266,0.011916020746879,0.116387189911304,0.0534332771769723,0,0
"70",70,1,10,"bskep",0,0.433320194705053,0.492771469931713,0.547808293625137,0.0287347042294812,0,NA,-0.108918158156504,-0.0321813869764338,0.0457923803592858,0.0388394688716336,0,NA,-0.11559512877758,-0.0336461576237603,0.0470822938711496,0.04027124640019,0,NA,-0.0183240168944691,0.0850153768564843,0.193732828602405,0.0534892893442047,0,0
"71",71,1,11,"bskep",0,0.411682296260255,0.477329441292783,0.541912287901789,0.0333522306958122,0,NA,-0.121284189634986,-0.0174380330355519,0.0683392145555655,0.0458697745217347,0,NA,-0.0269906844328935,0.0590052942423682,0.13604941274486,0.0421015781871203,0,NA,-0.118913398134811,-0.00546676462213409,0.107207525964242,0.0575761907705627,0,0
"72",72,1,12,"bskep",0,0.429917478916157,0.491182024343284,0.550360988752671,0.0307058255476941,0,NA,-0.0838296361244306,-0.00799998043055137,0.0703764501112468,0.040461558520675,0,NA,-0.0956318897299718,-0.0176893037526843,0.0672018514175476,0.0417878410328851,0,NA,-0.0373501447260482,0.0679160440435891,0.172800089100619,0.0540169732282182,0,0
"73",73,1,13,"bskep",0,0.454296158250657,0.511000097533076,0.567633787676472,0.0287384059327915,0,NA,-0.0557211690446907,0.0187145881310204,0.094536380331974,0.0384224021067905,0,NA,-0.0355662929805004,0.038702859801018,0.112616750909837,0.0381320862748732,0,NA,-0.151279658829678,-0.0548544007983591,0.0414596096931952,0.0495350832963921,0,0
"74",74,1,14,"bskep",0,0.397770102926643,0.461483274668815,0.524144421253835,0.0315324231155898,0,NA,-0.0129059170708567,0.0669760640764463,0.147118941631092,0.0414209833655694,0,NA,-0.0906750378105933,-0.00740636577708241,0.0743945307454739,0.0423337742039533,0,NA,-0.0760005524096719,0.0290043303699799,0.137105051094322,0.0555755587628298,0,0
"75",75,1,15,"bskep",0,0.421163140049447,0.481413289017058,0.540260629592157,0.0315835478288448,0,NA,-0.0561593304293423,0.0246779844498657,0.104998207166369,0.0409259337919561,0,NA,-0.0419727260557759,0.0406909377820501,0.118509927115629,0.0419688965768488,0,NA,-0.149457237537422,-0.0473274970384102,0.0618629787857698,0.0533046470353431,0,0
