"","repeat_id","expt","analysis_type","true_base","b_base_lower","b_base_med","b_base_upper","b_base_error","true_sex","b_sex_p_value","b_sex_lower","b_sex_med","b_sex_upper","b_sex_error","true_cond","b_cond_p_value","b_cond_lower","b_cond_med","b_cond_upper","b_cond_error","true_sex_cond","b_sex_cond_p_value","b_sex_cond_lower","b_sex_cond_med","b_sex_cond_upper","b_sex_cond_error","pp_true","pb_true"
"1",1,1,"bglmm",0,0.425701390882281,0.484964317419473,0.53973664913733,0.028143398839748,0,NA,-0.0557679481040767,0.0186582028155501,0.0974307049574372,0.0393054293877468,0,NA,-0.0309927001742557,0.0413098733156895,0.122501202840037,0.0396550319558486,2,NA,0.209677850853376,0.33024927040221,0.430581795775175,0.0581951959273259,0,0
"2",1,2,"bglmm",0,0.441040368777883,0.50462656524244,0.567274713663715,0.0322474512179841,0,NA,-0.0656962714002554,0.0242368606212516,0.122775224681581,0.048740397841766,0,NA,-0.0754135176365057,0.0167325894009796,0.105412186337243,0.0460889841669188,2,NA,0.194829354462409,0.33020027767479,0.468227287422603,0.06907854902819,0,0
"3",1,3,"bglmm",0,0.47455757834355,0.527477836166461,0.576685419536005,0.0260449558132517,0,NA,-0.126689537665365,-0.0493270523439093,0.0225849481469593,0.0370515643876551,0,NA,-0.106707422893858,-0.0326653710482955,0.0343484670478022,0.0367775656200972,2,NA,0.329801236572686,0.426978460916273,0.5324225437137,0.0519083960209439,0,0
"4",1,4,"bglmm",0,0.415309589760039,0.478150863555106,0.537769469611497,0.0322927223489576,0,NA,-0.161389311197758,-0.0640584445298164,0.0325153675893167,0.0475821306498747,0,NA,-0.0154021894024841,0.0702668042700246,0.16155058455962,0.0459375613691034,2,NA,0.263847250136571,0.393564226236076,0.520633113585256,0.0665253225633965,0,0
"5",1,5,"bglmm",0,0.405138422567092,0.47297025447208,0.542746892323013,0.0354444414256414,0,NA,-0.0647766094139696,0.0220582821806913,0.119579873135861,0.0483670301421657,0,NA,-0.0552560299267383,0.0425642321557005,0.136582477602686,0.0471689744230716,2,NA,0.205991277501581,0.341066497488055,0.4728846918275,0.0656391503850968,0,0
"6",1,6,"bglmm",0,0.462708371736598,0.523934073328458,0.582355076962891,0.0302658732097543,0,NA,-0.0851704664387108,0.000767088891261393,0.0876243924530846,0.0448232182636516,0,NA,-0.113744962085492,-0.0283668266545043,0.057859312154744,0.0448520727534017,2,NA,0.230966812936131,0.350961479311197,0.481597721490081,0.0638039128827013,0,0
"7",1,7,"bglmm",0,0.398976433840118,0.460653321170911,0.524970105183652,0.0315849984438354,0,NA,-0.0642431927558225,0.0246547020160911,0.114244539117911,0.0458228863334041,0,NA,-0.0441081776827285,0.0453756560182757,0.134637425425219,0.0451429612767607,2,NA,0.218312171400327,0.343380167866409,0.47044762211152,0.0651904478831554,0,0
"8",1,8,"bglmm",0,0.473305300148182,0.54527357097429,0.60327469152063,0.033562376377223,0,NA,-0.117982251212091,-0.0371309366864216,0.0702819519754316,0.0495391809595055,0,NA,-0.177323029838377,-0.0970763236952739,0.00453769071618891,0.0488035877916406,2,NA,0.315724473366692,0.462378040971743,0.57887789479109,0.0767500928566075,0,0
"9",1,9,"bglmm",0,0.47725879978851,0.535475285735646,0.59796076557509,0.0287037758028733,0,NA,-0.134089892111967,-0.0542513174452762,0.0384593612330868,0.0504882281439639,0,NA,-0.106694563318851,-0.0211596678349212,0.0642882013799516,0.0413866781373284,2,NA,0.238390469547664,0.37416899395755,0.476403153481428,0.0668705948455093,0,0
"10",1,10,"bglmm",0,0.382292485588889,0.452380012461722,0.52462552163732,0.036243782491336,0,NA,-0.00901547762911572,0.0941312279165317,0.194809734511809,0.0517899083057776,0,NA,0.0175572463995529,0.112706491766993,0.214142300249446,0.0508600897538932,2,NA,0.0642287606361102,0.216763356394237,0.356423256600508,0.0740859279417601,0,0
"11",1,11,"bglmm",0,0.429390498682496,0.488227239544671,0.54533715092631,0.0297674495498481,0,NA,-0.0271145472292825,0.0506194769052226,0.130476610703607,0.0404021553108403,0,NA,-0.149303369441163,-0.067955867825648,0.0145989702512495,0.0429064218299718,2,NA,0.261793477998932,0.381213398834234,0.502396603107125,0.0597387927657719,0,0
"12",1,12,"bglmm",0,0.434045959966088,0.495785856785026,0.557004194718252,0.0316173238279108,0,NA,-0.0856168876726645,-0.000229907830635209,0.0891070387202143,0.0444186047515558,0,NA,-0.11805006249759,-0.0316818927351295,0.0557343670548773,0.045327680679853,2,NA,0.256259636081706,0.396176553764708,0.519325143089475,0.0643727237898752,0,0
"13",1,13,"bglmm",0,0.442590339786475,0.508631046394857,0.570978375048149,0.0332955230648152,0,NA,-0.081015330569233,0.00445923071282869,0.0919068247924553,0.0447401683644213,0,NA,-0.0856366188280547,-0.000110251980968533,0.0867591705813303,0.045334535372637,2,NA,0.239009235711651,0.362585732457323,0.480557105549666,0.0628007056826915,0,0
"14",1,14,"bglmm",0,0.464774963789326,0.529079700039718,0.596508336018648,0.0343519693877772,0,NA,-0.157518058470384,-0.0698740707787188,0.0224034952671495,0.0462731939448141,0,NA,-0.182379208588771,-0.0733655085741856,0.0288148845323028,0.0513991697706066,2,NA,0.337392318586546,0.490235391663075,0.611301676267259,0.0741281855591944,0,0
"15",1,15,"bglmm",0,0.420252098153323,0.489468381926038,0.559350339673053,0.0364207655191917,0,NA,-0.0756410199346083,0.0281198184801365,0.112359476315559,0.0491666990508696,0,NA,-0.125932179581387,-0.0239487236876044,0.0668841916549952,0.0513483657252,2,NA,0.247586820852146,0.37226295528048,0.509546404233177,0.0642571359316051,0,0
"16",1,16,"bglmm",0,0.378241440042687,0.439008673623253,0.499642614679615,0.0310958626727473,0,NA,-0.01126983295228,0.0772590504590956,0.160755077766984,0.0442220100233047,0,NA,-0.0469568089058274,0.0392429113058309,0.123834872148494,0.0444840965130982,2,NA,0.190905952165285,0.317601538624814,0.450345259331079,0.0652259700206626,0,0
"17",1,17,"bglmm",0,0.452935276955545,0.52323555265129,0.595469859757414,0.0365208850205141,0,NA,-0.0548094406706017,0.0412227019546465,0.138893405965677,0.0508779246567433,0,NA,-0.117178616020585,-0.00365727120443344,0.0957748561554083,0.0525863338695498,2,NA,0.165601148647961,0.306549858756721,0.445801645295409,0.0721475228791963,0,0
"18",1,18,"bglmm",0,0.46126662103411,0.531620922095035,0.594373680859246,0.0339351285784896,0,NA,-0.107112746433777,-0.0183214355430627,0.0738697080925456,0.0472243486139694,0,NA,-0.155856807188703,-0.0657549731236501,0.0253004667370936,0.0446184529694758,2,NA,0.268585982697071,0.395213270970051,0.524973767462835,0.0638130230137582,0,0
"19",1,19,"bglmm",0,0.412618010722153,0.47571551986585,0.53560139593806,0.03168457905636,0,NA,-0.080399997991416,-0.0026385493842226,0.0817544146106642,0.0406925257760154,0,NA,-0.0370261609761074,0.0444356370888823,0.128312361934214,0.041530204756858,2,NA,0.25507158735469,0.365198751481171,0.478234422544669,0.0578917908937685,0,0
"20",1,20,"bglmm",0,0.412382827415653,0.477162004762051,0.541317484878695,0.0332789834313694,0,NA,-0.0954347682053938,-0.00311131776257151,0.08536922697054,0.0473079110510486,0,NA,-0.0245790338615031,0.0731811234189652,0.168837952615695,0.0522054972417462,2,NA,0.190695927386421,0.320703452288398,0.470599657784706,0.0708467288481673,0,0
"21",1,21,"bglmm",0,0.495881852635731,0.54688004240412,0.601625802158506,0.0276744072775317,0,NA,-0.063553174679034,0.0156265998113761,0.0948502468988875,0.0416029257076445,0,NA,-0.121702085737137,-0.0317224145610313,0.0531444237978594,0.0465979094363795,2,NA,0.270096398248751,0.38556528827948,0.501071108009252,0.0636618137511554,0,0
"22",1,22,"bglmm",0,0.440675109544317,0.497067685969398,0.553928287064847,0.0288995446529287,0,NA,-0.0560955087965516,0.0205205668038255,0.10128372763062,0.0399898156076037,0,NA,-0.16662729194194,-0.0883269135239329,-0.0097098545172536,0.0390378708517285,2,NA,0.337832851186494,0.450873711001321,0.564960020011131,0.0561033920095534,0,0
"23",1,23,"bglmm",0,0.451131979254391,0.50645274655395,0.561801755014817,0.0287004440876982,0,NA,-0.0708276426152064,0.0125212819428207,0.0911081703135098,0.0419706553287682,0,NA,-0.131369349192821,-0.0446214853817179,0.0392376898361274,0.0430931329515553,2,NA,0.274960395306158,0.400496895516966,0.519234366139316,0.06097688456376,0,0
