"","meta_repeat_id","n_exp","true_effect","pb_true","b_sex_cond_meta","b_sex_cond_lower_meta","b_sex_cond_upper_meta","b_sex_cond_error_meta"
"1",1,60,1,0,0.159838560505686,0.146487115519443,0.172805393149351,0.172805393149351
"2",1,20,1,1,0.164873695168595,0.140945641180367,0.189839708487069,0.0124723020322973
