"","meta_repeat_id","n_exp","true_effect","pb_true","b_sex_cond_meta","b_sex_cond_lower_meta","b_sex_cond_upper_meta","b_sex_cond_error_meta"
"1",1,60,1,0,0.150923807238181,0.138073559157161,0.164507983481752,0.164507983481752
"2",1,24,1,1,0.166212129204039,0.145447538318985,0.18845317107066,0.0108530202163914
