"","meta_repeat_id","n_exp","true_effect","pb_true","b_sex_cond_meta","b_sex_cond_lower_meta","b_sex_cond_upper_meta","b_sex_cond_error_meta"
"1",1,60,1,0,0.158071356167038,0.143788452500084,0.171743458393077,0.171743458393077
"2",1,19,1,1,0.163824072831294,0.138504239437263,0.188069868481927,0.0127746021088352
