"","repeat_id","expt","analysis_type","true_base","b_base_lower","b_base_med","b_base_upper","b_base_error","true_sex","b_sex_p_value","b_sex_lower","b_sex_med","b_sex_upper","b_sex_error","true_cond","b_cond_p_value","b_cond_lower","b_cond_med","b_cond_upper","b_cond_error","true_sex_cond","b_sex_cond_p_value","b_sex_cond_lower","b_sex_cond_med","b_sex_cond_upper","b_sex_cond_error","pp_true","pb_true"
"1",1,1,"bglmm",0,0.455747205638388,0.528046464845546,0.601530671979914,0.0386525484588343,0,NA,-0.164765157432387,-0.0583498681336117,0.0552027500337564,0.0566009362610944,0,NA,-0.155040266350619,-0.0511338514843951,0.0546856111473263,0.0542562566908683,0,NA,-0.0412925245711363,0.110293452783866,0.252813500028266,0.0762653143103271,0,0
"2",1,2,"bglmm",0,0.41543053562478,0.47965030124903,0.550098808887618,0.036382764362955,0,NA,-0.104207103263504,8.42634033525833e-05,0.102454728892249,0.0525549296399091,0,NA,-0.0195824694778619,0.0737428899553012,0.173066566121754,0.0511557764060544,0,NA,-0.211870975667973,-0.0694703697884022,0.0690519649635126,0.0690566112657597,0,0
"3",1,3,"bglmm",0,0.369076645693074,0.446989907368075,0.522419656879754,0.0391234012459029,0,NA,-0.127558165123954,-0.01984910945697,0.0859829261439947,0.0555616117439147,0,NA,-0.082881938980118,0.0178879489374217,0.125557510303657,0.0526511810646797,0,NA,-0.0622949133665289,0.0794308077998146,0.221387718571803,0.0748131748224273,0,0
"4",1,4,"bglmm",0,0.454262172249776,0.529066696040498,0.600867342625601,0.036571399618724,0,NA,-0.123999991682407,-0.015854367469712,0.0817130568233334,0.0521336355211557,0,NA,-0.15515197526839,-0.0556405675643417,0.0400850868105588,0.0489268819387919,0,NA,-0.169063058601357,-0.0336378962132347,0.100228946620633,0.0701125406323794,0,0
"5",1,5,"bglmm",0,0.360331523898938,0.437876235053082,0.514550133123371,0.0382215139318437,0,NA,-0.0555236110427827,0.0498967262942795,0.161449862665355,0.0545626189965157,0,NA,-0.00618056441107102,0.102844861798763,0.206042558801744,0.0553708565652648,0,NA,-0.244992066254198,-0.0991072768072725,0.0596570861965084,0.0796958063229717,0,0
"6",1,6,"bglmm",0,0.417983021144595,0.482531312031158,0.541093826804877,0.0310566195995636,0,NA,-0.00911458887320428,0.0747764432733746,0.159725048883249,0.0431926185146604,0,NA,-0.0105312876624391,0.0725048318799152,0.155198740973802,0.0424731375998861,0,NA,-0.213033344863567,-0.0911154701886382,0.0317430821028265,0.0613656576055762,0,0
"7",1,7,"bglmm",0,0.396064628086412,0.462287193738485,0.51826903482272,0.0329411207757883,0,NA,-0.0518211087215246,0.0411236259237111,0.144897084667382,0.0516099998483169,0,NA,-0.0270170427660276,0.0615158879974743,0.160132042218672,0.0468719814493797,0,NA,-0.202319752525936,-0.0634860840260527,0.0515111503796942,0.0702481089667753,0,0
"8",1,8,"bglmm",0,0.441215080522949,0.501206133481335,0.56123654921139,0.0303995556582919,0,NA,-0.116093439059006,-0.0355501061965223,0.0497493206854066,0.0438889426920461,0,NA,-0.0260310225228798,0.0652825076397843,0.148513233371752,0.0439672297160084,0,NA,-0.14070184020433,-0.0153992045116535,0.10565714047061,0.0619559740477065,0,0
"9",1,9,"bglmm",0,0.416986432652255,0.491077452066184,0.55844013687182,0.0348051273681623,0,NA,-0.0973661396679602,-0.00575812010209507,0.106375759561873,0.0493319109495885,0,NA,-0.0590991493969601,0.0342499968278348,0.123724251263322,0.0476540311714247,0,NA,-0.128996645518548,0.011063284390356,0.142602977260798,0.0697696996400741,0,0
"10",1,10,"bglmm",0,0.447555709263601,0.511528508725096,0.573087419490079,0.0317431174969548,0,NA,-0.154939724970646,-0.0656273864750038,0.0214770071193735,0.0442568788357772,0,NA,-0.1552762643359,-0.0671709495973014,0.0190795021790647,0.0437076151782611,0,NA,0.0242353982651664,0.142612936344537,0.259945303084942,0.0601565840079269,0,0
"11",1,11,"bglmm",0,0.398067518197088,0.469727281419945,0.531839534369781,0.0329204530266434,0,NA,-0.0984503210101431,-0.0114627162459853,0.087944917375469,0.0463403025624081,0,NA,-0.0196704135794884,0.076269631612432,0.170034369456629,0.047189752662086,0,NA,-0.161816895033901,-0.0106106379248362,0.116367639121353,0.0678916959019639,0,0
"12",1,12,"bglmm",0,0.44201259587682,0.511851739080563,0.571582534142125,0.0348662334130426,0,NA,-0.117385482913436,-0.035163116045026,0.0640668103941841,0.0447812635988635,0,NA,-0.122817344085875,-0.0380244657088897,0.0461740151067477,0.0435474305168828,0,NA,-0.0172962870161578,0.104940367928619,0.219578102631894,0.0590275016869934,0,0
